locatie;UN;Product;batch;aantal;verdiep
HO11000;000100273124;H000025884;7001B22805;21.000;00
HO11000;000100273124;H000025884;7001B22805;21.000;00
HO11000;000100273124;H000025884;7001B22805;21.000;00
HO11000;000100273124;H000025884;7001B22805;21.000;00
HO11000;000100273124;H000025884;7001B22805;21.000;00
HO10300;000100185899;H000025884;7001B22904;21.000;00
HO10300;000100185899;H000025884;7001B22904;21.000;00
HO10300;000100185899;H000025884;7001B22904;21.000;00
HO10300;000100185899;H000025884;7001B22904;21.000;00
HO10300;000100185899;H000025884;7001B22904;21.000;00
HO10300;000100185899;H000025884;7001B22904;21.000;00
HO10200;000100273055;H000025884;7001B22765;21.000;00
HO10200;000100273055;H000025884;7001B22765;21.000;00
HO10200;000100273055;H000025884;7001B22765;21.000;00
HO10200;000100273055;H000025884;7001B22765;21.000;00
HO10200;000100273055;H000025884;7001B22765;21.000;00
HO10200;000100273055;H000025884;7001B22765;21.000;00
HO10100;000100272993;H000025884;7001B22763;21.000;00
HO10100;000100272993;H000025884;7001B22763;21.000;00
HO10100;000100272993;H000025884;7001B22763;21.000;00
HO10100;000100272993;H000025884;7001B22763;21.000;00
HO10100;000100272993;H000025884;7001B22763;21.000;00
HO10100;000100272993;H000025884;7001B22763;21.000;00
HO09900;000100272961;H000025884;7001B22762;21.000;00
HO09900;000100272961;H000025884;7001B22762;21.000;00
HO09900;000100272961;H000025884;7001B22762;21.000;00
HO09900;000100272961;H000025884;7001B22762;21.000;00
HO09900;000100272961;H000025884;7001B22762;21.000;00
HO09900;000100272961;H000025884;7001B22762;21.000;00
HP06104;000100185897;H000025884;7001B22804;21.000;04
HP06104;000100185897;H000025884;7001B22804;21.000;04
HP06104;000100185897;H000025884;7001B22804;21.000;04
HP06104;000100185897;H000025884;7001B22804;21.000;04
HP06104;000100185897;H000025884;7001B22804;21.000;04
HP06104;000100185897;H000025884;7001B22804;21.000;04
HP06101;000100273048;H000025884;7001B22764;21.000;01
HP06101;000100273048;H000025884;7001B22764;21.000;01
HP06101;000100273048;H000025884;7001B22764;21.000;01
HP06101;000100273048;H000025884;7001B22764;21.000;01
HP06101;000100273048;H000025884;7001B22764;21.000;01
HP06101;000100273048;H000025884;7001B22764;21.000;01
HO09100;000100272962;H000025884;7001B22762;21.000;00
HO09100;000100272962;H000025884;7001B22762;21.000;00
HO09100;000100272962;H000025884;7001B22762;21.000;00
HO09100;000100272962;H000025884;7001B22762;21.000;00
HO09100;000100272962;H000025884;7001B22762;21.000;00
HO09100;000100272962;H000025884;7001B22762;.060;00
HO09100;000100272962;H000025884;7001B22762;11.080;00
IH00500;000100808267;H000027485;LHPF5P1062;22.500;00
IH00500;000100808267;H000027485;LHPF5P1062;22.600;00
IH00500;000100808267;H000027485;LHPF5P1062;22.300;00
IH00500;000100808267;H000027485;LHPF5P1062;20.700;00
IH00500;000100808267;H000027485;LHPF5P1062;22.400;00
IH00500;000100813815;H000027485;LHPF5P1062;18.900;00
IH00500;000100813815;H000027485;LHPF5P1062;20.100;00
IH00500;000100813815;H000027485;LHPF5P1062;20.200;00
IH00500;000100813815;H000027485;LHPF5P1062;20.400;00
IH00500;000100813815;H000027485;LHPF5P1062;20.400;00
IH00500;000100813814;H000027485;LHPF5P1062;20.100;00
IH00500;000100813814;H000027485;LHPF5P1062;20.000;00
IH00500;000100813814;H000027485;LHPF5P1062;21.800;00
IH00500;000100813814;H000027485;LHPF5P1062;20.600;00
IH00500;000100813814;H000027485;LHPF5P1062;22.300;00
IH00500;000100813813;H000027485;LHPF5P1062;8.600;00
HG00905;000100807557;H000027354;30008388;20.000;05
HG00905;000100807557;H000027354;30008388;20.000;05
HG00905;000100807557;H000027354;30008388;5.820;05
HG00905;000100807557;H000027354;30008388;20.000;05
HG00905;000100807557;H000027354;30008388;20.000;05
HG00905;000100807557;H000027354;30008388;20.000;05
HP06301;000100807552;H000025884;001B222187;20.000;01
HP06301;000100807552;H000025884;001B222187;20.000;01
HP06301;000100807552;H000025884;001B222187;20.000;01
HP06301;000100807552;H000025884;001B222187;20.000;01
HP06301;000100807552;H000025884;001B222187;20.000;01
HM10001;000100807556;H000026915;GP3860;19.990;01
HM10001;000100807556;H000026915;GP3860;19.980;01
HM10001;000100807556;H000026915;GP3860;19.790;01
HM10001;000100807556;H000026915;GP3860;19.980;01
HM10004;000100831578;H000026915;GP3860;3.610;04
HM10004;000100831578;H000026915;GP3860;20.070;04
HM10602;000100831579;H000026915;GP3860;24.880;02
HM10602;000100831579;H000026915;GP3860;20.060;02
HM10602;000100831579;H000026915;GP3860;19.690;02
HM10602;000100831579;H000026915;GP3860;20.180;02
HM10602;000100831579;H000026915;GP3860;19.870;02
HM10602;000100831579;H000026915;GP3860;19.920;02
HG00906;000100831576;H000027354;30008388;20.000;06
HG00906;000100831576;H000027354;30008388;20.000;06
HG00906;000100831576;H000027354;30008388;20.000;06
HG00906;000100831576;H000027354;30008388;20.000;06
HG00906;000100831576;H000027354;30008388;20.000;06
HG00906;000100831576;H000027354;30008388;20.000;06
HP06302;000100807554;H000025884;7001B22396;21.000;02
HP06302;000100807554;H000025884;7001B22396;21.000;02
HP06302;000100807554;H000025884;7001B22396;21.000;02
HP06302;000100807554;H000025884;7001B22396;21.000;02
HP06302;000100807554;H000025884;7001B22396;21.000;02
HP06302;000100807554;H000025884;7001B22396;21.000;02
HP06303;000100831623;H000025884;7001B22396;21.000;03
HP06303;000100831623;H000025884;7001B22396;21.000;03
HP06303;000100831623;H000025884;7001B22396;21.000;03
HP06303;000100831623;H000025884;7001B22396;21.000;03
HP06303;000100831623;H000025884;7001B22396;21.000;03
HP06303;000100831623;H000025884;7001B22396;21.000;03
HP06304;000100807553;H000025884;001B224142;20.500;04
HP06304;000100807553;H000025884;001B224142;20.500;04
HP06304;000100807553;H000025884;001B224142;20.500;04
HP06304;000100807553;H000025884;001B224142;20.500;04
HP06304;000100807553;H000025884;001B224142;20.500;04
HP06304;000100807553;H000025884;001B224142;20.500;04
HP06502;000100831558;H000025884;7001B22397;21.000;02
HP06502;000100831558;H000025884;7001B22397;21.000;02
HP06502;000100831558;H000025884;7001B22397;21.000;02
HP06502;000100831558;H000025884;7001B22397;21.000;02
HP06502;000100831558;H000025884;7001B22397;21.000;02
HP06502;000100831558;H000025884;7001B22397;21.000;02
HP06503;000100831595;H000025884;001B224142;20.500;03
HP06503;000100831595;H000025884;001B224142;20.500;03
HP06503;000100831595;H000025884;001B224142;20.500;03
HP06503;000100831595;H000025884;001B224142;20.500;03
HP06503;000100831595;H000025884;001B224142;20.500;03
HP06503;000100831595;H000025884;001B224142;20.500;03
HP06506;000100831559;H000025884;7001B22397;21.000;06
HP06506;000100831559;H000025884;7001B22397;21.000;06
HP06506;000100831559;H000025884;7001B22397;21.000;06
HP06506;000100831559;H000025884;7001B22397;21.000;06
HP06506;000100831559;H000025884;7001B22397;21.000;06
HP06506;000100831559;H000025884;7001B22397;21.000;06
HP06305;000100831596;H000025884;001B224142;20.500;05
HP06305;000100831596;H000025884;001B224142;20.500;05
HP06305;000100831596;H000025884;001B224142;20.500;05
HP06305;000100831596;H000025884;001B224142;20.940;05
HP06305;000100831596;H000025884;001B224142;20.500;05
HP06305;000100831596;H000025884;001B224142;20.500;05
HP06305;000100831596;H000025884;001B224142;.060;05
HP06501;000100807555;H000025884;7001B22397;21.000;01
HP06501;000100807555;H000025884;7001B22397;21.000;01
HP06501;000100807555;H000025884;7001B22397;12.100;01
HP06501;000100807555;H000025884;7001B22397;21.000;01
HP06501;000100807555;H000025884;7001B22397;21.000;01
HP06501;000100807555;H000025884;7001B22397;21.000;01
HP06501;000100807555;H000025884;7001B22397;.060;01
HP06504;000100831624;H000025884;7001B22396;21.000;04
HP06504;000100831624;H000025884;7001B22396;21.000;04
HP06504;000100831624;H000025884;7001B22396;21.000;04
HP06504;000100831624;H000025884;7001B22396;21.000;04
HP06504;000100831624;H000025884;7001B22396;21.000;04
HP06504;000100831624;H000025884;7001B22396;15.020;04
HP06504;000100831624;H000025884;7001B22396;.060;04
HP06505;000100831580;H000025884;001B222187;20.000;05
HP06505;000100831580;H000025884;001B222187;20.000;05
HP06505;000100831580;H000025884;001B222187;20.000;05
HP06505;000100831580;H000025884;001B222187;21.500;05
HP06505;000100831580;H000025884;001B222187;.060;05
HI03200;000100854117;H000025889;980305A204;23.270;00
HI03200;000100854117;H000025889;980305A204;24.810;00
HI03200;000100854117;H000025889;980305A204;21.900;00
HI03200;000100854117;H000025889;980305A204;.060;00
HI03200;000100854117;H000025889;980305A204;16.750;00
HI03200;000100854117;H000025889;980305A204;22.780;00
HI03200;000100854117;H000025889;980305A204;20.820;00
HJ00401;000100853914;H000025889;980305A212;.060;01
HJ00401;000100853914;H000025889;980305A212;21.730;01
HJ00401;000100853914;H000025889;980305A212;23.700;01
HJ00401;000100853914;H000025889;980305A212;23.420;01
HJ00401;000100853914;H000025889;980305A212;17.250;01
HJ00401;000100853914;H000025889;980305A212;21.190;01
HJ00401;000100853914;H000025889;980305A212;23.690;01
HJ00404;000100800831;H000025889;980305A204;22.740;04
HJ00404;000100800831;H000025889;980305A204;21.460;04
HJ00404;000100800831;H000025889;980305A204;22.390;04
HJ00404;000100800831;H000025889;980305A204;22.480;04
HJ00404;000100800831;H000025889;980305A204;21.590;04
HJ00404;000100800831;H000025889;980305A204;22.400;04
HJ01205;000100854005;H000025889;980305A210;23.400;05
HJ01205;000100854005;H000025889;980305A210;24.600;05
HJ01205;000100854005;H000025889;980305A210;20.930;05
HJ01205;000100854005;H000025889;980305A210;23.640;05
HJ01205;000100854005;H000025889;980305A210;23.250;05
HJ01205;000100854005;H000025889;980305A210;23.580;05
HO06402;000100800835;H000025889;980305A211;21.000;02
HO06402;000100800835;H000025889;980305A211;.060;02
HO06402;000100800835;H000025889;980305A211;22.410;02
HO06402;000100800835;H000025889;980305A211;23.270;02
HO06402;000100800835;H000025889;980305A211;19.070;02
HO06402;000100800835;H000025889;980305A211;23.390;02
HO06402;000100800835;H000025889;980305A211;22.320;02
HO06403;000100853959;H000025889;980305A211;24.140;03
HO06403;000100853959;H000025889;980305A211;21.870;03
HO06403;000100853959;H000025889;980305A211;21.730;03
HO06403;000100853959;H000025889;980305A211;21.120;03
HO06403;000100853959;H000025889;980305A211;21.690;03
HO06403;000100853959;H000025889;980305A211;23.580;03
HI02806;000100800834;H000025889;980305A210;.060;06
HI02806;000100800834;H000025889;980305A210;24.470;06
HI02806;000100800834;H000025889;980305A210;21.600;06
HI02806;000100800834;H000025889;980305A210;22.700;06
HI02806;000100800834;H000025889;980305A210;21.730;06
HI02901;000100800837;H000025889;980305A213;22.270;01
HI02901;000100800837;H000025889;980305A213;21.650;01
HI02901;000100800837;H000025889;980305A213;17.810;01
HI02901;000100800837;H000025889;980305A213;23.370;01
HI02901;000100800837;H000025889;980305A213;21.170;01
HI02901;000100800837;H000025889;980305A213;21.660;01
HI02901;000100800837;H000025889;980305A213;.060;01
HI03202;000100854247;H000025889;980305A206;.060;02
HI03202;000100854247;H000025889;980305A206;18.200;02
HI03202;000100854247;H000025889;980305A206;21.340;02
HI03202;000100854247;H000025889;980305A206;22.110;02
HI03202;000100854247;H000025889;980305A206;22.640;02
HI03202;000100854247;H000025889;980305A206;23.490;02
HI03202;000100854247;H000025889;980305A206;22.120;02
HJ00203;000100853818;H000025889;980305A203;.060;03
HJ00203;000100853818;H000025889;980305A203;23.910;03
HJ00203;000100853818;H000025889;980305A203;23.680;03
HJ00203;000100853818;H000025889;980305A203;21.290;03
HJ00203;000100853818;H000025889;980305A203;21.170;03
HJ00203;000100853818;H000025889;980305A203;24.780;03
HJ00203;000100853818;H000025889;980305A203;18.390;03
HJ00303;000100853662;H000025889;980305A198;.060;03
HJ00303;000100853662;H000025889;980305A198;20.920;03
HJ00303;000100853662;H000025889;980305A198;21.880;03
HJ00303;000100853662;H000025889;980305A198;22.380;03
HJ00303;000100853662;H000025889;980305A198;19.270;03
HJ00303;000100853662;H000025889;980305A198;23.160;03
HJ00303;000100853662;H000025889;980305A198;24.840;03
HJ00402;000100800832;H000025889;980305A205;.060;02
HJ00402;000100800832;H000025889;980305A205;23.530;02
HJ00402;000100800832;H000025889;980305A205;21.430;02
HJ00402;000100800832;H000025889;980305A205;22.720;02
HJ00402;000100800832;H000025889;980305A205;18.360;02
HJ00402;000100800832;H000025889;980305A205;22.930;02
HJ00402;000100800832;H000025889;980305A205;23.820;02
HJ01003;000100800830;H000025889;980305A203;23.460;03
HJ01003;000100800830;H000025889;980305A203;24.110;03
HJ01003;000100800830;H000025889;980305A203;20.770;03
HJ01003;000100800830;H000025889;980305A203;21.290;03
HJ01003;000100800830;H000025889;980305A203;22.210;03
HJ01003;000100800830;H000025889;980305A203;21.730;03
HO06401;000100800836;H000025889;980305A212;21.040;01
HO06401;000100800836;H000025889;980305A212;23.330;01
HO06401;000100800836;H000025889;980305A212;23.710;01
HO06401;000100800836;H000025889;980305A212;21.940;01
HO06401;000100800836;H000025889;980305A212;21.450;01
HO06401;000100800836;H000025889;980305A212;22.780;01
HJ01005;000100854089;H000025889;980305A213;20.640;05
HJ01005;000100854089;H000025889;980305A213;22.340;05
HJ01005;000100854089;H000025889;980305A213;23.260;05
HJ01005;000100854089;H000025889;980305A213;21.260;05
HJ01005;000100854089;H000025889;980305A213;22.730;05
HJ01005;000100854089;H000025889;980305A213;24.260;05
HI02704;000100853979;H000025889;980305A206;23.090;04
HI02704;000100853979;H000025889;980305A206;23.100;04
HI02704;000100853979;H000025889;980305A206;22.620;04
HI02704;000100853979;H000025889;980305A206;23.220;04
HI02704;000100853979;H000025889;980305A206;24.320;04
HI02704;000100853979;H000025889;980305A206;22.780;04
HI02903;000100800829;H000025889;980305A198;22.010;03
HI02903;000100800829;H000025889;980305A198;21.140;03
HI02903;000100800829;H000025889;980305A198;22.930;03
HI02903;000100800829;H000025889;980305A198;21.500;03
HI02903;000100800829;H000025889;980305A198;21.680;03
HI02903;000100800829;H000025889;980305A198;22.540;03
HI02803;000100868313;H000025889;980305A205;23.190;03
HI02803;000100868313;H000025889;980305A205;21.680;03
HI02803;000100868313;H000025889;980305A205;24.100;03
HI02803;000100868313;H000025889;980305A205;20.860;03
HI02803;000100868313;H000025889;980305A205;22.800;03
HI02803;000100868313;H000025889;980305A205;21.970;03
HG00103;000101093578;R000012697;CP04BNP130;15.000;03
HG00103;000101093578;R000012697;CP04BNP130;15.000;03
HG00103;000101093578;R000012697;CP04BNP130;15.000;03
HG00103;000101093578;R000012697;CP04BNP130;15.000;03
HG00103;000101093578;R000012697;CP04BNP130;15.000;03
HG00401;000101097796;R000012697;CP04BNP130;15.000;01
HG00401;000101097796;R000012697;CP04BNP130;15.000;01
HG00401;000101097796;R000012697;CP04BNP130;15.000;01
HG00401;000101097796;R000012697;CP04BNP130;15.000;01
HG00401;000101097796;R000012697;CP04BNP130;15.000;01
HG01005;000101093580;R000012697;CP04BNP132;15.000;05
HG01005;000101093580;R000012697;CP04BNP132;15.000;05
HG01005;000101093580;R000012697;CP04BNP132;15.000;05
HG01005;000101093580;R000012697;CP04BNP132;15.000;05
HG01005;000101093580;R000012697;CP04BNP132;15.000;05
HG01006;000101097805;R000012697;CP04BNP130;15.000;06
HG01006;000101097805;R000012697;CP04BNP130;15.000;06
HG01006;000101097805;R000012697;CP04BNP130;15.000;06
HG01006;000101097805;R000012697;CP04BNP130;15.000;06
HG01006;000101097805;R000012697;CP04BNP130;15.000;06
HG01106;000101097804;R000012697;CP04BNP130;6.200;06
HG01106;000101097804;R000012697;CP04BNP130;15.000;06
HG01106;000101097804;R000012697;CP04BNP130;15.000;06
HG01206;000101093579;R000012697;CP04BNP131;15.000;06
HG01206;000101093579;R000012697;CP04BNP131;15.000;06
HG01206;000101093579;R000012697;CP04BNP131;15.000;06
HG01206;000101093579;R000012697;CP04BNP131;15.000;06
HG01206;000101093579;R000012697;CP04BNP131;15.000;06
HG01305;000101097828;R000012697;CP04BNP127;15.000;05
HG01305;000101097828;R000012697;CP04BNP127;15.000;05
HG01305;000101097828;R000012697;CP04BNP127;15.000;05
HG01305;000101097828;R000012697;CP04BNP127;15.000;05
HG01305;000101097828;R000012697;CP04BNP127;15.000;05
HG02502;000101097786;R000012697;CP04BNP131;15.000;02
HG02502;000101097786;R000012697;CP04BNP131;15.000;02
HG02502;000101097786;R000012697;CP04BNP131;15.000;02
HG02502;000101097786;R000012697;CP04BNP131;15.000;02
HG02502;000101097786;R000012697;CP04BNP131;15.000;02
HG01905;000101097825;R000012697;CP04BNP128;15.000;05
HG01905;000101097825;R000012697;CP04BNP128;15.000;05
HG01905;000101097825;R000012697;CP04BNP128;15.000;05
HG01905;000101097825;R000012697;CP04BNP128;15.000;05
HG01905;000101097825;R000012697;CP04BNP128;15.000;05
HG02504;000101097824;R000012697;CP04BNP128;15.000;04
HG02504;000101097824;R000012697;CP04BNP128;15.000;04
HG02504;000101097824;R000012697;CP04BNP128;15.000;04
HG02504;000101097824;R000012697;CP04BNP128;15.000;04
HG02504;000101097824;R000012697;CP04BNP128;15.000;04
HG02503;000101097815;R000012697;CP04BNP129;15.000;03
HG02503;000101097815;R000012697;CP04BNP129;15.000;03
HG02503;000101097815;R000012697;CP04BNP129;15.000;03
HG02503;000101097815;R000012697;CP04BNP129;15.000;03
HG02503;000101097815;R000012697;CP04BNP129;15.000;03
HG02506;000101097823;R000012697;CP04BNP128;15.000;06
HG02506;000101097823;R000012697;CP04BNP128;15.000;06
HG02506;000101097823;R000012697;CP04BNP128;15.000;06
HG02506;000101097823;R000012697;CP04BNP128;15.000;06
HG02506;000101097823;R000012697;CP04BNP128;15.000;06
HP09906;000101097803;R000012697;CP04BNP130;15.000;06
HP09906;000101097803;R000012697;CP04BNP130;15.000;06
HP09906;000101097803;R000012697;CP04BNP130;15.000;06
HP09906;000101097803;R000012697;CP04BNP130;15.000;06
HP09906;000101097803;R000012697;CP04BNP130;15.000;06
HG02601;000101097814;R000012697;CP04BNP129;15.000;01
HG02601;000101097814;R000012697;CP04BNP129;15.000;01
HG02601;000101097814;R000012697;CP04BNP129;15.000;01
HG02601;000101097814;R000012697;CP04BNP129;15.000;01
HG02601;000101097814;R000012697;CP04BNP129;15.000;01
HG02602;000101097813;R000012697;CP04BNP129;15.000;02
HG02602;000101097813;R000012697;CP04BNP129;15.000;02
HG02602;000101097813;R000012697;CP04BNP129;15.000;02
HG02602;000101097813;R000012697;CP04BNP129;15.000;02
HG02602;000101097813;R000012697;CP04BNP129;15.000;02
HG02604;000101097829;R000012697;CP04BNP127;15.000;04
HG02604;000101097829;R000012697;CP04BNP127;15.000;04
HG02604;000101097829;R000012697;CP04BNP127;15.000;04
HG02604;000101097829;R000012697;CP04BNP127;15.000;04
HG02604;000101097829;R000012697;CP04BNP127;15.000;04
HG02603;000101097776;R000012697;CP04BNP132;15.000;03
HG02603;000101097776;R000012697;CP04BNP132;15.000;03
HG02603;000101097776;R000012697;CP04BNP132;15.000;03
HG02603;000101097776;R000012697;CP04BNP132;15.000;03
HG02603;000101097776;R000012697;CP04BNP132;15.000;03
HG02701;000101097802;R000012697;CP04BNP130;15.000;01
HG02701;000101097802;R000012697;CP04BNP130;15.000;01
HG02701;000101097802;R000012697;CP04BNP130;15.000;01
HG02701;000101097802;R000012697;CP04BNP130;15.000;01
HG02701;000101097802;R000012697;CP04BNP130;15.000;01
HG02605;000101097830;R000012697;CP04BNP127;15.000;05
HG02605;000101097830;R000012697;CP04BNP127;15.000;05
HG02605;000101097830;R000012697;CP04BNP127;15.000;05
HG02605;000101097830;R000012697;CP04BNP127;15.000;05
HG02605;000101097830;R000012697;CP04BNP127;15.000;05
HG02703;000101097777;R000012697;CP04BNP132;15.000;03
HG02703;000101097777;R000012697;CP04BNP132;15.000;03
HG02703;000101097777;R000012697;CP04BNP132;15.000;03
HG02703;000101097777;R000012697;CP04BNP132;15.000;03
HG02703;000101097777;R000012697;CP04BNP132;15.000;03
HG02702;000101097822;R000012697;CP04BNP128;5.200;02
HG02702;000101097822;R000012697;CP04BNP128;15.000;02
HG02702;000101097822;R000012697;CP04BNP128;15.000;02
HG02704;000101097831;R000012697;CP04BNP127;15.000;04
HG02704;000101097831;R000012697;CP04BNP127;15.000;04
HG02704;000101097831;R000012697;CP04BNP127;15.000;04
HG02704;000101097831;R000012697;CP04BNP127;15.000;04
HG02704;000101097831;R000012697;CP04BNP127;15.000;04
HG02705;000101097787;R000012697;CP04BNP131;15.000;05
HG02705;000101097787;R000012697;CP04BNP131;15.000;05
HG02705;000101097787;R000012697;CP04BNP131;15.000;05
HG02705;000101097787;R000012697;CP04BNP131;15.000;05
HG02705;000101097787;R000012697;CP04BNP131;15.000;05
HG02706;000101097801;R000012697;CP04BNP130;15.000;06
HG02706;000101097801;R000012697;CP04BNP130;15.000;06
HG02706;000101097801;R000012697;CP04BNP130;15.000;06
HG02706;000101097801;R000012697;CP04BNP130;15.000;06
HG02706;000101097801;R000012697;CP04BNP130;15.000;06
HG02801;000101097812;R000012697;CP04BNP129;15.000;01
HG02801;000101097812;R000012697;CP04BNP129;15.000;01
HG02801;000101097812;R000012697;CP04BNP129;15.000;01
HG02801;000101097812;R000012697;CP04BNP129;15.000;01
HG02801;000101097812;R000012697;CP04BNP129;15.000;01
HG02802;000101097778;R000012697;CP04BNP132;15.000;02
HG02802;000101097778;R000012697;CP04BNP132;15.000;02
HG02802;000101097778;R000012697;CP04BNP132;15.000;02
HG02802;000101097778;R000012697;CP04BNP132;15.000;02
HG02802;000101097778;R000012697;CP04BNP132;15.000;02
HG02803;000101097821;R000012697;CP04BNP128;15.000;03
HG02803;000101097821;R000012697;CP04BNP128;15.000;03
HG02803;000101097821;R000012697;CP04BNP128;15.000;03
HG02803;000101097821;R000012697;CP04BNP128;15.000;03
HG02803;000101097821;R000012697;CP04BNP128;15.000;03
HG02804;000101097788;R000012697;CP04BNP131;15.000;04
HG02804;000101097788;R000012697;CP04BNP131;15.000;04
HG02804;000101097788;R000012697;CP04BNP131;15.000;04
HG02804;000101097788;R000012697;CP04BNP131;15.000;04
HG02804;000101097788;R000012697;CP04BNP131;15.000;04
HG02901;000101097832;R000012697;CP04BNP127;15.000;01
HG02901;000101097832;R000012697;CP04BNP127;15.000;01
HG02901;000101097832;R000012697;CP04BNP127;15.000;01
HG02901;000101097832;R000012697;CP04BNP127;15.000;01
HG02901;000101097832;R000012697;CP04BNP127;15.000;01
HG02902;000101097800;R000012697;CP04BNP130;15.000;02
HG02902;000101097800;R000012697;CP04BNP130;15.000;02
HG02902;000101097800;R000012697;CP04BNP130;15.000;02
HG02902;000101097800;R000012697;CP04BNP130;15.000;02
HG02902;000101097800;R000012697;CP04BNP130;15.000;02
HG02805;000101097779;R000012697;CP04BNP132;15.000;05
HG02805;000101097779;R000012697;CP04BNP132;15.000;05
HG02805;000101097779;R000012697;CP04BNP132;15.000;05
HG02805;000101097779;R000012697;CP04BNP132;15.000;05
HG02805;000101097779;R000012697;CP04BNP132;15.000;05
HG03101;000101097818;R000012697;CP04BNP128;15.000;01
HG03101;000101097818;R000012697;CP04BNP128;15.000;01
HG03101;000101097818;R000012697;CP04BNP128;15.000;01
HG03101;000101097818;R000012697;CP04BNP128;15.000;01
HG03101;000101097818;R000012697;CP04BNP128;15.000;01
HG02806;000101097797;R000012697;CP04BNP130;15.000;06
HG02806;000101097797;R000012697;CP04BNP130;15.000;06
HG02806;000101097797;R000012697;CP04BNP130;15.000;06
HG02806;000101097797;R000012697;CP04BNP130;15.000;06
HG02806;000101097797;R000012697;CP04BNP130;15.000;06
HG02903;000101097820;R000012697;CP04BNP128;15.000;03
HG02903;000101097820;R000012697;CP04BNP128;15.000;03
HG02903;000101097820;R000012697;CP04BNP128;15.000;03
HG02903;000101097820;R000012697;CP04BNP128;15.000;03
HG02903;000101097820;R000012697;CP04BNP128;15.000;03
HG02904;000101097819;R000012697;CP04BNP128;15.000;04
HG02904;000101097819;R000012697;CP04BNP128;15.000;04
HG02904;000101097819;R000012697;CP04BNP128;15.000;04
HG02904;000101097819;R000012697;CP04BNP128;15.000;04
HG02904;000101097819;R000012697;CP04BNP128;15.000;04
HG02905;000101097833;R000012697;CP04BNP127;15.000;05
HG02905;000101097833;R000012697;CP04BNP127;15.000;05
HG02905;000101097833;R000012697;CP04BNP127;15.000;05
HG02905;000101097833;R000012697;CP04BNP127;15.000;05
HG02905;000101097833;R000012697;CP04BNP127;15.000;05
HG03001;000101097789;R000012697;CP04BNP131;15.000;01
HG03001;000101097789;R000012697;CP04BNP131;15.000;01
HG03001;000101097789;R000012697;CP04BNP131;15.000;01
HG03001;000101097789;R000012697;CP04BNP131;15.000;01
HG03001;000101097789;R000012697;CP04BNP131;15.000;01
HG03002;000101097790;R000012697;CP04BNP131;15.000;02
HG03002;000101097790;R000012697;CP04BNP131;15.000;02
HG03002;000101097790;R000012697;CP04BNP131;15.000;02
HG03002;000101097790;R000012697;CP04BNP131;15.000;02
HG03002;000101097790;R000012697;CP04BNP131;15.000;02
HG03003;000101097780;R000012697;CP04BNP132;15.000;03
HG03003;000101097780;R000012697;CP04BNP132;15.000;03
HG03003;000101097780;R000012697;CP04BNP132;15.000;03
HG03003;000101097780;R000012697;CP04BNP132;15.000;03
HG03003;000101097780;R000012697;CP04BNP132;15.000;03
HG03004;000101097834;R000012697;CP04BNP127;15.000;04
HG03004;000101097834;R000012697;CP04BNP127;15.000;04
HG03004;000101097834;R000012697;CP04BNP127;15.000;04
HG03004;000101097834;R000012697;CP04BNP127;15.000;04
HG03004;000101097834;R000012697;CP04BNP127;15.000;04
HG03005;000101097791;R000012697;CP04BNP131;15.000;05
HG03005;000101097791;R000012697;CP04BNP131;15.000;05
HG03005;000101097791;R000012697;CP04BNP131;15.000;05
HG03005;000101097791;R000012697;CP04BNP131;15.000;05
HG03005;000101097791;R000012697;CP04BNP131;15.000;05
HG03102;000101097811;R000012697;CP04BNP129;6.200;02
HG03102;000101097811;R000012697;CP04BNP129;15.000;02
HG03102;000101097811;R000012697;CP04BNP129;15.000;02
HG03103;000101097810;R000012697;CP04BNP129;15.000;03
HG03103;000101097810;R000012697;CP04BNP129;15.000;03
HG03103;000101097810;R000012697;CP04BNP129;15.000;03
HG03103;000101097810;R000012697;CP04BNP129;15.000;03
HG03103;000101097810;R000012697;CP04BNP129;15.000;03
HG03104;000101097781;R000012697;CP04BNP132;8.330;04
HG03104;000101097781;R000012697;CP04BNP132;15.000;04
HG03104;000101097781;R000012697;CP04BNP132;15.000;04
HG03105;000101097835;R000012697;CP04BNP127;15.000;05
HG03105;000101097835;R000012697;CP04BNP127;15.000;05
HG03105;000101097835;R000012697;CP04BNP127;15.000;05
HG03105;000101097835;R000012697;CP04BNP127;15.000;05
HG03105;000101097835;R000012697;CP04BNP127;15.000;05
HO09403;000101097809;R000012697;CP04BNP129;15.000;03
HO09403;000101097809;R000012697;CP04BNP129;15.000;03
HO09403;000101097809;R000012697;CP04BNP129;15.000;03
HO09403;000101097809;R000012697;CP04BNP129;15.000;03
HO09403;000101097809;R000012697;CP04BNP129;15.000;03
HO09404;000101097782;R000012697;CP04BNP132;15.000;04
HO09404;000101097782;R000012697;CP04BNP132;15.000;04
HO09404;000101097782;R000012697;CP04BNP132;15.000;04
HO09404;000101097782;R000012697;CP04BNP132;15.000;04
HO09404;000101097782;R000012697;CP04BNP132;15.000;04
HQ11200;000101097808;R000012697;CP04BNP129;15.000;00
HQ11200;000101097808;R000012697;CP04BNP129;15.000;00
HQ11200;000101097808;R000012697;CP04BNP129;15.000;00
HQ11200;000101097808;R000012697;CP04BNP129;15.000;00
HQ11200;000101097808;R000012697;CP04BNP129;15.000;00
HK00504;000101097807;R000012697;CP04BNP129;15.000;04
