locatie;UN;Product;batch;aantal;verdiep
HN01902;000098725898;H000025889;980305B181;.060;02
HL03701;000098725899;H000025889;980305B183;22.630;01
HL03701;000098725899;H000025889;980305B183;22.900;01
HL03701;000098725899;H000025889;980305B183;16.100;01
HL03701;000098725899;H000025889;980305B183;23.160;01
HL03701;000098725899;H000025889;980305B183;23.180;01
HL03701;000098725899;H000025889;980305B183;22.650;01
HL03701;000098725899;H000025889;980305B183;.060;01
HL03604;000098742471;H000025889;980305B178;22.460;04
HL03604;000098742471;H000025889;980305B178;21.530;04
HL03604;000098742471;H000025889;980305B178;21.520;04
HL03604;000098742471;H000025889;980305B178;21.650;04
HL03604;000098742471;H000025889;980305B178;22.440;04
HL03604;000098742471;H000025889;980305B178;22.490;04
HL03604;000098742471;H000025889;980305B178;.060;04
HL04103;000098742477;H000025889;980305B151;23.220;03
HL04103;000098742477;H000025889;980305B151;22.640;03
HL04103;000098742477;H000025889;980305B151;22.630;03
HL04103;000098742477;H000025889;980305B151;16.250;03
HL04103;000098742477;H000025889;980305B151;23.790;03
HL04103;000098742477;H000025889;980305B151;23.090;03
HL04103;000098742477;H000025889;980305B151;.060;03
HL04203;000098725892;H000025889;980305B153;18.440;03
HL04203;000098725892;H000025889;980305B153;21.350;03
HL04203;000098725892;H000025889;980305B153;21.740;03
HL04203;000098725892;H000025889;980305B153;22.870;03
HL04203;000098725892;H000025889;980305B153;22.560;03
HL04203;000098725892;H000025889;980305B153;21.690;03
HL04203;000098725892;H000025889;980305B153;.060;03
HL03904;000098725887;H000025889;980305B129;21.650;04
HL03904;000098725887;H000025889;980305B129;23.300;04
HL03904;000098725887;H000025889;980305B129;22.300;04
HL03904;000098725887;H000025889;980305B129;22.460;04
HL03904;000098725887;H000025889;980305B129;21.330;04
HL03904;000098725887;H000025889;980305B129;20.560;04
HL03904;000098725887;H000025889;980305B129;.060;04
HL04104;000098742491;H000025889;980305B130;22.410;04
HL04104;000098742491;H000025889;980305B130;24.120;04
HL04104;000098742491;H000025889;980305B130;23.270;04
HL04104;000098742491;H000025889;980305B130;20.170;04
HL04104;000098742491;H000025889;980305B130;22.490;04
HL04104;000098742491;H000025889;980305B130;.060;04
HL03801;000098725900;H000025889;980305B184;15.040;01
HL03801;000098725900;H000025889;980305B184;21.790;01
HL03801;000098725900;H000025889;980305B184;24.260;01
HL03801;000098725900;H000025889;980305B184;.060;01
HL03801;000098725900;H000025889;980305B184;21.620;01
HL03801;000098725900;H000025889;980305B184;22.110;01
HL03801;000098725900;H000025889;980305B184;21.900;01
HL03104;000098742476;H000025889;980305B153;23.920;04
HL03104;000098742476;H000025889;980305B153;22.550;04
HL03104;000098742476;H000025889;980305B153;21.200;04
HL03104;000098742476;H000025889;980305B153;22.650;04
HL03104;000098742476;H000025889;980305B153;22.330;04
HL03104;000098742476;H000025889;980305B153;24.460;04
HL03402;000098742472;H000025889;980305B177;22.090;02
HL03402;000098742472;H000025889;980305B177;21.710;02
HL03402;000098742472;H000025889;980305B177;21.730;02
HL03402;000098742472;H000025889;980305B177;21.830;02
HL03402;000098742472;H000025889;980305B177;20.940;02
HL03402;000098742472;H000025889;980305B177;23.670;02
HL04403;000098742470;H000025889;980305B181;21.870;03
HL04403;000098742470;H000025889;980305B181;22.060;03
HL04403;000098742470;H000025889;980305B181;22.340;03
HL04403;000098742470;H000025889;980305B181;22.810;03
HL04403;000098742470;H000025889;980305B181;24.110;03
HL04403;000098742470;H000025889;980305B181;23.720;03
HL04402;000098725893;H000025889;980305B155;23.350;02
HL04402;000098725893;H000025889;980305B155;21.390;02
HL04402;000098725893;H000025889;980305B155;21.790;02
HL04402;000098725893;H000025889;980305B155;22.690;02
HL04402;000098725893;H000025889;980305B155;23.320;02
HL04402;000098725893;H000025889;980305B155;22.590;02
HL04404;000098742492;H000025889;980305B130;23.360;04
HL04404;000098742492;H000025889;980305B130;23.980;04
HL04404;000098742492;H000025889;980305B130;24.350;04
HL04404;000098742492;H000025889;980305B130;23.490;04
HL04404;000098742492;H000025889;980305B130;23.290;04
HL04404;000098742492;H000025889;980305B130;23.540;04
HL02901;000098725897;H000025889;980305B178;24.290;01
HL02901;000098725897;H000025889;980305B178;21.550;01
HL02901;000098725897;H000025889;980305B178;21.830;01
HL02901;000098725897;H000025889;980305B178;23.570;01
HL02901;000098725897;H000025889;980305B178;21.040;01
HL02901;000098725897;H000025889;980305B178;21.790;01
HL03003;000098742480;H000025889;980305B129;21.620;03
HL03003;000098742480;H000025889;980305B129;21.780;03
HL03003;000098742480;H000025889;980305B129;22.770;03
HL03003;000098742480;H000025889;980305B129;23.030;03
HL03003;000098742480;H000025889;980305B129;22.930;03
HL03003;000098742480;H000025889;980305B129;22.000;03
HO05503;000098720187;H000025889;980305B209;19.290;03
HO05503;000098720187;H000025889;980305B209;23.140;03
HO05503;000098720187;H000025889;980305B209;24.700;03
HO05503;000098720187;H000025889;980305B209;22.370;03
HO05503;000098720187;H000025889;980305B209;21.490;03
HO05503;000098720187;H000025889;980305B209;20.740;03
HL03206;000098742494;H000025889;980305B184;20.850;06
HL03206;000098742494;H000025889;980305B184;23.020;06
HL03206;000098742494;H000025889;980305B184;22.330;06
HL03206;000098742494;H000025889;980305B184;21.180;06
HL03206;000098742494;H000025889;980305B184;22.280;06
HL03206;000098742494;H000025889;980305B184;22.820;06
HL03901;000098725896;H000025889;980305B177;.060;01
HL03901;000098725896;H000025889;980305B177;18.360;01
HL03901;000098725896;H000025889;980305B177;24.860;01
HL03901;000098725896;H000025889;980305B177;21.870;01
HL03901;000098725896;H000025889;980305B177;20.810;01
HL03901;000098725896;H000025889;980305B177;22.420;01
HL03404;000098742468;H000025889;980305B183;22.380;04
HL03404;000098742468;H000025889;980305B183;23.710;04
HL03404;000098742468;H000025889;980305B183;22.890;04
HL03404;000098742468;H000025889;980305B183;22.810;04
HL03404;000098742468;H000025889;980305B183;21.380;04
HL03404;000098742468;H000025889;980305B183;22.610;04
HO05504;000098720162;H000025889;980305B193;23.020;04
HO05504;000098720162;H000025889;980305B193;22.170;04
HO05504;000098720162;H000025889;980305B193;21.890;04
HO05504;000098720162;H000025889;980305B193;22.030;04
HO05504;000098720162;H000025889;980305B193;21.490;04
HO05504;000098720162;H000025889;980305B193;24.190;04
HL02903;000098725891;H000025889;980305B151;22.610;03
HL02903;000098725891;H000025889;980305B151;24.840;03
HL02903;000098725891;H000025889;980305B151;21.470;03
HL02903;000098725891;H000025889;980305B151;22.520;03
HL02903;000098725891;H000025889;980305B151;20.910;03
HL02903;000098725891;H000025889;980305B151;22.270;03
HL02805;000098725894;H000025889;980305B156;23.320;05
HL02805;000098725894;H000025889;980305B156;22.320;05
HL02805;000098725894;H000025889;980305B156;23.810;05
HL02805;000098725894;H000025889;980305B156;21.730;05
HL02805;000098725894;H000025889;980305B156;22.770;05
HL02805;000098725894;H000025889;980305B156;22.340;05
HO05502;000098749699;H000025889;980305B193;.060;02
HO05502;000098749699;H000025889;980305B193;21.730;02
HO05502;000098749699;H000025889;980305B193;24.880;02
HO05502;000098749699;H000025889;980305B193;22.120;02
HO05502;000098749699;H000025889;980305B193;23.000;02
HO05502;000098749699;H000025889;980305B193;22.100;02
HO05502;000098749699;H000025889;980305B193;17.500;02
HL02704;000098742478;H000025889;980305B146;22.850;04
HL02704;000098742478;H000025889;980305B146;22.420;04
HL02704;000098742478;H000025889;980305B146;22.340;04
HL02704;000098742478;H000025889;980305B146;23.140;04
HL02704;000098742478;H000025889;980305B146;22.780;04
HL02704;000098742478;H000025889;980305B146;23.880;04
HL02702;000098742479;H000025889;980305B137;22.490;02
HL02702;000098742479;H000025889;980305B137;21.640;02
HL02702;000098742479;H000025889;980305B137;23.160;02
HL02702;000098742479;H000025889;980305B137;21.510;02
HL02702;000098742479;H000025889;980305B137;22.130;02
HL02702;000098742479;H000025889;980305B137;22.700;02
HO05405;000098750276;H000025889;980305B195;24.620;05
HO05405;000098750276;H000025889;980305B195;20.500;05
HO05405;000098750276;H000025889;980305B195;21.880;05
HO05405;000098750276;H000025889;980305B195;21.120;05
HO05405;000098750276;H000025889;980305B195;21.640;05
HO05405;000098750276;H000025889;980305B195;22.470;05
HL03405;000098725895;H000025889;980305B169;23.070;05
HL03405;000098725895;H000025889;980305B169;22.210;05
HL03405;000098725895;H000025889;980305B169;22.430;05
HL03405;000098725895;H000025889;980305B169;22.380;05
HL03405;000098725895;H000025889;980305B169;21.800;05
HL03405;000098725895;H000025889;980305B169;20.670;05
HL03405;000098725895;H000025889;980305B169;.060;05
HN02805;000098720159;H000025889;980305B186;22.620;05
HN02805;000098720159;H000025889;980305B186;24.420;05
HN02805;000098720159;H000025889;980305B186;22.920;05
HN02805;000098720159;H000025889;980305B186;21.350;05
HN02805;000098720159;H000025889;980305B186;21.210;05
HN02805;000098720159;H000025889;980305B186;20.860;05
HN02904;000098720169;H000025889;980305B199;21.710;04
HN02904;000098720169;H000025889;980305B199;23.170;04
HN02904;000098720169;H000025889;980305B199;22.700;04
HN02904;000098720169;H000025889;980305B199;24.040;04
HN02904;000098720169;H000025889;980305B199;22.690;04
HN02904;000098720169;H000025889;980305B199;22.660;04
HN01801;000098756834;H000026915;GN6541;20.390;01
HN03105;000098756426;H000025889;980305B203;23.580;05
HN03105;000098756426;H000025889;980305B203;21.890;05
HN03105;000098756426;H000025889;980305B203;22.280;05
HN03105;000098756426;H000025889;980305B203;21.800;05
HN03105;000098756426;H000025889;980305B203;23.360;05
HN03105;000098756426;H000025889;980305B203;22.040;05
HN03105;000098756426;H000025889;980305B203;.060;05
HN03104;000098720173;H000025889;980305B204;21.520;04
HN03104;000098720173;H000025889;980305B204;21.980;04
HN03104;000098720173;H000025889;980305B204;20.500;04
HN03104;000098720173;H000025889;980305B204;20.550;04
HN03104;000098720173;H000025889;980305B204;20.210;04
HN03104;000098720173;H000025889;980305B204;24.730;04
HN03104;000098720173;H000025889;980305B204;.060;04
HN03004;000098755102;H000025889;980305B209;21.520;04
HN03004;000098755102;H000025889;980305B209;22.940;04
HN03004;000098755102;H000025889;980305B209;21.920;04
HN03004;000098755102;H000025889;980305B209;21.900;04
HN03004;000098755102;H000025889;980305B209;24.010;04
HN03004;000098755102;H000025889;980305B209;22.160;04
HN03004;000098755102;H000025889;980305B209;.060;04
HO05602;000098720179;H000025889;980305B206;.060;02
HO05602;000098720179;H000025889;980305B206;20.840;02
HO05602;000098720179;H000025889;980305B206;22.660;02
HO05602;000098720179;H000025889;980305B206;22.000;02
HO05602;000098720179;H000025889;980305B206;22.310;02
HO05602;000098720179;H000025889;980305B206;22.760;02
HO05602;000098720179;H000025889;980305B206;21.970;02
HO05605;000098720170;H000025889;980305B201;21.360;05
HO05605;000098720170;H000025889;980305B201;.060;05
HO05605;000098720170;H000025889;980305B201;23.310;05
HO05605;000098720170;H000025889;980305B201;22.440;05
HO05605;000098720170;H000025889;980305B201;22.330;05
HO05605;000098720170;H000025889;980305B201;22.380;05
HO05605;000098720170;H000025889;980305B201;23.040;05
HO05601;000098720185;H000025889;980305B207;22.050;01
HO05601;000098720185;H000025889;980305B207;22.030;01
HO05601;000098720185;H000025889;980305B207;21.800;01
HO05601;000098720185;H000025889;980305B207;22.160;01
HO05601;000098720185;H000025889;980305B207;22.040;01
HO05601;000098720185;H000025889;980305B207;19.730;01
HO05601;000098720185;H000025889;980305B207;.060;01
HO05603;000098755893;H000025889;980305B204;23.760;03
HO05603;000098755893;H000025889;980305B204;22.280;03
HO05603;000098755893;H000025889;980305B204;22.220;03
HO05603;000098755893;H000025889;980305B204;22.300;03
HO05603;000098755893;H000025889;980305B204;23.300;03
HO05603;000098755893;H000025889;980305B204;22.410;03
HO05604;000098756062;H000025889;980305B192;23.400;04
HO05604;000098756062;H000025889;980305B192;22.260;04
HO05604;000098756062;H000025889;980305B192;24.810;04
HO05604;000098756062;H000025889;980305B192;21.370;04
HO05604;000098756062;H000025889;980305B192;24.050;04
HO05604;000098756062;H000025889;980305B192;21.800;04
HO05606;000098756108;H000025889;980305B194;22.580;06
HO05606;000098756108;H000025889;980305B194;23.200;06
HO05606;000098756108;H000025889;980305B194;22.520;06
HO05606;000098756108;H000025889;980305B194;22.600;06
HO05606;000098756108;H000025889;980305B194;22.200;06
HO05606;000098756108;H000025889;980305B194;22.640;06
HO05703;000098755665;H000025889;980305B201;22.500;03
HO05703;000098755665;H000025889;980305B201;21.700;03
HO05703;000098755665;H000025889;980305B201;23.210;03
HO05703;000098755665;H000025889;980305B201;21.140;03
HO05703;000098755665;H000025889;980305B201;21.720;03
HO05703;000098755665;H000025889;980305B201;23.700;03
HO05706;000098720176;H000025889;980305B205;21.820;06
HO05706;000098720176;H000025889;980305B205;21.830;06
HO05706;000098720176;H000025889;980305B205;24.720;06
HO05706;000098720176;H000025889;980305B205;22.210;06
HO05706;000098720176;H000025889;980305B205;11.750;06
HO05706;000098720176;H000025889;980305B205;24.430;06
HO05706;000098720176;H000025889;980305B205;.060;06
HN01603;000098756836;H000026915;GN6540;19.830;03
HN01603;000098756836;H000026915;GN6540;4.750;03
HN01603;000098756836;H000026915;GN6540;19.990;03
HO05704;000098756043;H000025889;980305B186;23.030;04
HO05704;000098756043;H000025889;980305B186;23.110;04
HO05704;000098756043;H000025889;980305B186;24.470;04
HO05704;000098756043;H000025889;980305B186;23.260;04
HO05704;000098756043;H000025889;980305B186;22.140;04
HO05704;000098756043;H000025889;980305B186;9.090;04
HO05704;000098756043;H000025889;980305B186;.060;04
HN01804;000098756830;H000026915;GN6542;19.640;04
HN01804;000098756830;H000026915;GN6542;19.880;04
HN01804;000098756830;H000026915;GN6542;19.750;04
HN01804;000098756830;H000026915;GN6542;19.410;04
HN01804;000098756830;H000026915;GN6542;19.710;04
HN01804;000098756830;H000026915;GN6542;22.650;04
HN01305;000098747662;H000026915;GN6540;19.820;05
HN01305;000098747662;H000026915;GN6540;19.860;05
HN01305;000098747662;H000026915;GN6540;19.990;05
HN01305;000098747662;H000026915;GN6540;19.900;05
HN01305;000098747662;H000026915;GN6540;20.410;05
HN01305;000098747662;H000026915;GN6540;20.300;05
HO05803;000098755804;H000025889;980305B206;24.180;03
HO05803;000098755804;H000025889;980305B206;22.290;03
HO05803;000098755804;H000025889;980305B206;21.670;03
HO05803;000098755804;H000025889;980305B206;22.100;03
HO05803;000098755804;H000025889;980305B206;22.690;03
HO05803;000098755804;H000025889;980305B206;21.240;03
HN01802;000098756829;H000026915;GN6542;19.700;02
HN01802;000098756829;H000026915;GN6542;19.530;02
HN01802;000098756829;H000026915;GN6542;19.730;02
HN01802;000098756829;H000026915;GN6542;19.670;02
HN01802;000098756829;H000026915;GN6542;19.580;02
HN01802;000098756829;H000026915;GN6542;19.560;02
HN01803;000098756831;H000026915;GN6541;19.840;03
HN01803;000098756831;H000026915;GN6541;19.980;03
HN01803;000098756831;H000026915;GN6541;19.660;03
HN01803;000098756831;H000026915;GN6541;19.770;03
HN01803;000098756831;H000026915;GN6541;19.720;03
HN01803;000098756831;H000026915;GN6541;19.890;03
HN01702;000098756832;H000026915;GN6541;20.150;02
HN01702;000098756832;H000026915;GN6541;20.580;02
HN01702;000098756832;H000026915;GN6541;19.950;02
HN01702;000098756832;H000026915;GN6541;19.880;02
HN01702;000098756832;H000026915;GN6541;20.010;02
HN01702;000098756832;H000026915;GN6541;19.850;02
HN01604;000098756828;H000026915;GN6542;6.610;04
HN01703;000098756837;H000026915;GN6540;20.040;03
HN01703;000098756837;H000026915;GN6540;20.070;03
HN01703;000098756837;H000026915;GN6540;19.830;03
HN01703;000098756837;H000026915;GN6540;20.170;03
HN01703;000098756837;H000026915;GN6540;20.140;03
HN01703;000098756837;H000026915;GN6540;20.790;03
HN01704;000098756838;H000026915;GN6540;20.020;04
HN01704;000098756838;H000026915;GN6540;20.050;04
HN01704;000098756838;H000026915;GN6540;19.700;04
HN01704;000098756838;H000026915;GN6540;20.180;04
HN01704;000098756838;H000026915;GN6540;20.470;04
HN01704;000098756838;H000026915;GN6540;19.940;04
HN01705;000098747664;H000026915;GN6542;20.250;05
HN01705;000098747664;H000026915;GN6542;19.610;05
HN01705;000098747664;H000026915;GN6542;19.820;05
HN01705;000098747664;H000026915;GN6542;19.540;05
HN01705;000098747664;H000026915;GN6542;19.920;05
HN01705;000098747664;H000026915;GN6542;20.100;05
HN01602;000098747663;H000026915;GN6541;2.280;02
HN01602;000098747663;H000026915;GN6541;19.760;02
HN01602;000098747663;H000026915;GN6541;19.790;02
HN01602;000098747663;H000026915;GN6541;19.450;02
HN01602;000098747663;H000026915;GN6541;19.640;02
HN01602;000098747663;H000026915;GN6541;19.800;02
HN03204;000098755715;H000025889;980305B207;22.160;04
HN03204;000098755715;H000025889;980305B207;21.870;04
HN03204;000098755715;H000025889;980305B207;22.360;04
HN03204;000098755715;H000025889;980305B207;22.070;04
HN03204;000098755715;H000025889;980305B207;24.620;04
HN03204;000098755715;H000025889;980305B207;22.810;04
HN01605;000098756833;H000026915;GN6541;19.860;05
HN01605;000098756833;H000026915;GN6541;19.850;05
HN01605;000098756833;H000026915;GN6541;19.810;05
HN01605;000098756833;H000026915;GN6541;19.890;05
HN01605;000098756833;H000026915;GN6541;20.230;05
HN01605;000098756833;H000026915;GN6541;20.120;05
HN01601;000098756835;H000026915;GN6540;20.770;01
HN01601;000098756835;H000026915;GN6540;20.030;01
HN01601;000098756835;H000026915;GN6540;20.340;01
HN01601;000098756835;H000026915;GN6540;19.960;01
HN01601;000098756835;H000026915;GN6540;20.180;01
HN01601;000098756835;H000026915;GN6540;20.470;01
HN03205;000098755635;H000025889;980305B205;23.530;05
HN03205;000098755635;H000025889;980305B205;24.100;05
HN03205;000098755635;H000025889;980305B205;21.980;05
HN03205;000098755635;H000025889;980305B205;24.600;05
HN03205;000098755635;H000025889;980305B205;21.920;05
HN03205;000098755635;H000025889;980305B205;22.980;05
HN01701;000098756827;H000026915;GN6542;20.010;01
HN01701;000098756827;H000026915;GN6542;20.420;01
HN01701;000098756827;H000026915;GN6542;20.130;01
HN01701;000098756827;H000026915;GN6542;19.450;01
HN01701;000098756827;H000026915;GN6542;19.990;01
HO05506;000098720160;H000025889;980305B189;22.770;06
HO05506;000098720160;H000025889;980305B189;21.510;06
HO05506;000098720160;H000025889;980305B189;23.410;06
HO05506;000098720160;H000025889;980305B189;22.280;06
HO05506;000098720160;H000025889;980305B189;21.010;06
HO05506;000098720160;H000025889;980305B189;17.260;06
HN02903;000098720161;H000025889;980305B192;.060;03
HN02903;000098720161;H000025889;980305B192;22.600;03
HN02903;000098720161;H000025889;980305B192;21.130;03
HN02903;000098720161;H000025889;980305B192;22.460;03
HN02903;000098720161;H000025889;980305B192;22.350;03
HN02903;000098720161;H000025889;980305B192;20.900;03
HN02903;000098720161;H000025889;980305B192;18.630;03
HO05406;000098720163;H000025889;980305B194;22.590;06
HO05406;000098720163;H000025889;980305B194;22.070;06
HO05406;000098720163;H000025889;980305B194;22.440;06
HO05406;000098720163;H000025889;980305B194;22.510;06
HO05406;000098720163;H000025889;980305B194;15.120;06
HO05406;000098720163;H000025889;980305B194;.060;06
HO05501;000098720166;H000025889;980305B195;23.490;01
HO05501;000098720166;H000025889;980305B195;22.360;01
HO05501;000098720166;H000025889;980305B195;22.830;01
HO05501;000098720166;H000025889;980305B195;21.880;01
HO05501;000098720166;H000025889;980305B195;21.610;01
HO05501;000098720166;H000025889;980305B195;22.170;01
HO05501;000098720166;H000025889;980305B195;.060;01
HN02905;000098754699;H000025889;980305B199;22.150;05
HN02905;000098754699;H000025889;980305B199;22.600;05
HN02905;000098754699;H000025889;980305B199;20.110;05
HN02905;000098754699;H000025889;980305B199;22.560;05
HN02905;000098754699;H000025889;980305B199;21.610;05
HN02905;000098754699;H000025889;980305B199;9.170;05
HN02905;000098754699;H000025889;980305B199;.060;05
HN03003;000098720171;H000025889;980305B203;21.970;03
HN03003;000098720171;H000025889;980305B203;22.670;03
HN03003;000098720171;H000025889;980305B203;22.370;03
HN03003;000098720171;H000025889;980305B203;21.650;03
HN03003;000098720171;H000025889;980305B203;22.510;03
HN03003;000098720171;H000025889;980305B203;22.970;03
HL04706;000098747727;H000025889;980305B180;20.520;06
HL04706;000098747727;H000025889;980305B180;22.080;06
HL04706;000098747727;H000025889;980305B180;23.650;06
HL04706;000098747727;H000025889;980305B180;22.130;06
HL04706;000098747727;H000025889;980305B180;22.150;06
HL04706;000098747727;H000025889;980305B180;20.660;06
HL04706;000098747727;H000025889;980305B180;.060;06
HL04804;000098766952;H000025889;980305B229;21.530;04
HL04804;000098766952;H000025889;980305B229;24.910;04
HL04804;000098766952;H000025889;980305B229;17.360;04
HL04804;000098766952;H000025889;980305B229;.060;04
HL04502;000098767054;H000025889;980305B166;21.550;02
HL04502;000098767054;H000025889;980305B166;23.000;02
HL04502;000098767054;H000025889;980305B166;23.750;02
HL04502;000098767054;H000025889;980305B166;21.460;02
HL04502;000098767054;H000025889;980305B166;23.170;02
HL04502;000098767054;H000025889;980305B166;23.270;02
HL04504;000098766664;H000025889;980305B226;22.290;04
HL04504;000098766664;H000025889;980305B226;21.210;04
HL04504;000098766664;H000025889;980305B226;22.090;04
HL04504;000098766664;H000025889;980305B226;23.480;04
HL04504;000098766664;H000025889;980305B226;22.440;04
HL04504;000098766664;H000025889;980305B226;22.920;04
HN02804;000098770309;H000025889;980305B197;21.840;04
HN02804;000098770309;H000025889;980305B197;22.670;04
HN02804;000098770309;H000025889;980305B197;22.120;04
HN02804;000098770309;H000025889;980305B197;21.640;04
HN02804;000098770309;H000025889;980305B197;22.340;04
HN02804;000098770309;H000025889;980305B197;23.130;04
HL04601;000098766955;H000025889;980305B180;20.320;01
HL04601;000098766955;H000025889;980305B180;21.670;01
HL04601;000098766955;H000025889;980305B180;22.870;01
HL04601;000098766955;H000025889;980305B180;24.090;01
HL04601;000098766955;H000025889;980305B180;22.250;01
HL04601;000098766955;H000025889;980305B180;23.920;01
HO05505;000098720168;H000025889;980305B197;21.390;05
HO05505;000098720168;H000025889;980305B197;22.270;05
HO05505;000098720168;H000025889;980305B197;21.580;05
HO05505;000098720168;H000025889;980305B197;23.110;05
HO05505;000098720168;H000025889;980305B197;22.210;05
HO05505;000098720168;H000025889;980305B197;22.650;05
HO05505;000098720168;H000025889;980305B197;.060;05
HL04701;000098766954;H000025889;980305B220;21.650;01
HL04701;000098766954;H000025889;980305B220;24.650;01
HL04701;000098766954;H000025889;980305B220;24.670;01
HL04701;000098766954;H000025889;980305B220;23.290;01
HL04701;000098766954;H000025889;980305B220;22.220;01
HL04701;000098766954;H000025889;980305B220;9.400;01
HL04701;000098766954;H000025889;980305B220;.060;01
HL04501;000098766956;H000025889;980305B179;23.610;01
HL04501;000098766956;H000025889;980305B179;21.750;01
HL04501;000098766956;H000025889;980305B179;22.690;01
HL04501;000098766956;H000025889;980305B179;20.540;01
HL04501;000098766956;H000025889;980305B179;21.930;01
HL04501;000098766956;H000025889;980305B179;22.780;01
HL04702;000098747718;H000025889;980305B166;22.590;02
HL04702;000098747718;H000025889;980305B166;22.870;02
HL04702;000098747718;H000025889;980305B166;23.340;02
HL04702;000098747718;H000025889;980305B166;21.610;02
HL04702;000098747718;H000025889;980305B166;20.770;02
HL04702;000098747718;H000025889;980305B166;22.660;02
HL04702;000098747718;H000025889;980305B166;.060;02
HL04901;000098747720;H000025889;980305B168;22.960;01
HL04901;000098747720;H000025889;980305B168;22.150;01
HL04901;000098747720;H000025889;980305B168;22.730;01
HL04901;000098747720;H000025889;980305B168;21.950;01
HL04901;000098747720;H000025889;980305B168;21.890;01
HL04901;000098747720;H000025889;980305B168;23.510;01
HK00105;000098747729;H000025889;980305B226;22.700;05
HK00105;000098747729;H000025889;980305B226;22.450;05
HK00105;000098747729;H000025889;980305B226;22.560;05
HK00105;000098747729;H000025889;980305B226;22.220;05
HK00105;000098747729;H000025889;980305B226;22.620;05
HK00105;000098747729;H000025889;980305B226;18.280;05
HK00105;000098747729;H000025889;980305B226;.060;05
HK00104;000098766629;H000025889;980305B231;23.780;04
HK00104;000098766629;H000025889;980305B231;21.590;04
HK00104;000098766629;H000025889;980305B231;22.310;04
HK00104;000098766629;H000025889;980305B231;21.770;04
HK00104;000098766629;H000025889;980305B231;21.720;04
HK00104;000098766629;H000025889;980305B231;21.650;04
HL05504;000098766958;H000025889;980305B174;22.890;04
HL05504;000098766958;H000025889;980305B174;23.190;04
HL05504;000098766958;H000025889;980305B174;22.630;04
HL05504;000098766958;H000025889;980305B174;22.570;04
HL05504;000098766958;H000025889;980305B174;20.610;04
HL05504;000098766958;H000025889;980305B174;23.720;04
HK00103;000098747717;H000025889;980305B165;24.500;03
HK00103;000098747717;H000025889;980305B165;23.940;03
HK00103;000098747717;H000025889;980305B165;23.340;03
HK00103;000098747717;H000025889;980305B165;23.180;03
HK00103;000098747717;H000025889;980305B165;22.900;03
HK00103;000098747717;H000025889;980305B165;23.070;03
HL05503;000098766988;H000025889;980305B168;12.920;03
HL05503;000098766988;H000025889;980305B168;23.710;03
HL05503;000098766988;H000025889;980305B168;24.400;03
HL05503;000098766988;H000025889;980305B168;22.350;03
HL05503;000098766988;H000025889;980305B168;22.220;03
HL05503;000098766988;H000025889;980305B168;20.970;03
HL05503;000098766988;H000025889;980305B168;.060;03
HL05304;000098766167;H000025889;980305B233;20.110;04
HL05304;000098766167;H000025889;980305B233;22.030;04
HL05304;000098766167;H000025889;980305B233;21.000;04
HL05304;000098766167;H000025889;980305B233;23.410;04
HL05304;000098766167;H000025889;980305B233;22.130;04
HL05304;000098766167;H000025889;980305B233;24.520;04
HL05304;000098766167;H000025889;980305B233;.060;04
HL05201;000098747732;H000025889;980305B233;21.260;01
HL05201;000098747732;H000025889;980305B233;24.320;01
HL05201;000098747732;H000025889;980305B233;21.210;01
HL05201;000098747732;H000025889;980305B233;22.380;01
HL05201;000098747732;H000025889;980305B233;21.360;01
HL05201;000098747732;H000025889;980305B233;21.830;01
HL05002;000098767066;H000025889;980305B165;21.430;02
HL05002;000098767066;H000025889;980305B165;23.950;02
HL05002;000098767066;H000025889;980305B165;24.040;02
HL05002;000098767066;H000025889;980305B165;19.400;02
HL05002;000098767066;H000025889;980305B165;23.060;02
HL05002;000098767066;H000025889;980305B165;23.420;02
HL05002;000098767066;H000025889;980305B165;.060;02
HL05102;000098747726;H000025889;980305B179;21.610;02
HL05102;000098747726;H000025889;980305B179;24.290;02
HL05102;000098747726;H000025889;980305B179;23.520;02
HL05102;000098747726;H000025889;980305B179;23.600;02
HL05102;000098747726;H000025889;980305B179;21.380;02
HL05102;000098747726;H000025889;980305B179;18.120;02
HL05102;000098747726;H000025889;980305B179;.060;02
HK00202;000098747730;H000025889;980305B229;22.180;02
HK00202;000098747730;H000025889;980305B229;23.140;02
HK00202;000098747730;H000025889;980305B229;23.720;02
HK00202;000098747730;H000025889;980305B229;21.260;02
HK00202;000098747730;H000025889;980305B229;23.300;02
HK00202;000098747730;H000025889;980305B229;23.500;02
HK00205;000098747728;H000025889;980305B220;22.810;05
HK00205;000098747728;H000025889;980305B220;24.950;05
HK00205;000098747728;H000025889;980305B220;24.020;05
HK00205;000098747728;H000025889;980305B220;23.220;05
HK00205;000098747728;H000025889;980305B220;22.130;05
HK00205;000098747728;H000025889;980305B220;22.570;05
HK00306;000098766960;H000025889;980305B171;22.320;06
HK00306;000098766960;H000025889;980305B171;21.320;06
HK00306;000098766960;H000025889;980305B171;22.870;06
HK00306;000098766960;H000025889;980305B171;22.290;06
HK00306;000098766960;H000025889;980305B171;21.750;06
HK00306;000098766960;H000025889;980305B171;21.040;06
HK00904;000098747722;H000025889;980305B171;22.420;04
HK00904;000098747722;H000025889;980305B171;22.460;04
HK00904;000098747722;H000025889;980305B171;22.550;04
